recency,frequency,monetary,cluster,Segment
14,36,12499.710000000001,0,Champions
454,2,410.97,2,At-Risk Loyalists
103,4,417.06,3,New/Promising
3,13,2804.9,0,Champions
11,11,3349.57,0,Champions
465,2,182.59,2,At-Risk Loyalists
96,1,497.61,2,At-Risk Loyalists
382,1,113.35,2,At-Risk Loyalists
686,1,181.39,2,At-Risk Loyalists
227,7,2260.09,3,New/Promising
16,3,686.24,1,Lost Customers
39,5,1826.89,3,New/Promising
51,1,341.7,1,Lost Customers
393,5,392.13,3,New/Promising
93,2,128.5,2,At-Risk Loyalists
157,2,513.32,2,At-Risk Loyalists
39,4,1207.5,1,Lost Customers
565,1,91.8,2,At-Risk Loyalists
184,5,417.61,3,New/Promising
1,6,2409.04,0,Champions
228,2,898.96,2,At-Risk Loyalists
128,6,1538.41,3,New/Promising
40,4,782.37,1,Lost Customers
31,11,3170.98,0,Champions
197,4,1159.61,3,New/Promising
9,44,22310.49,0,Champions
603,2,139.85,2,At-Risk Loyalists
37,12,4006.06,0,Champions
101,3,1264.19,3,New/Promising
43,35,19571.43,0,Champions
563,2,614.34,2,At-Risk Loyalists
618,1,253.88,2,At-Risk Loyalists
50,3,842.41,1,Lost Customers
43,2,614.89,1,Lost Customers
53,4,1411.62,3,New/Promising
187,1,124.57,2,At-Risk Loyalists
334,1,332.41,2,At-Risk Loyalists
4,3,342.45,1,Lost Customers
10,2,144.91000000000003,1,Lost Customers
417,2,1408.96,3,New/Promising
24,2,328.4,1,Lost Customers
15,3,358.49,1,Lost Customers
443,1,352.8,2,At-Risk Loyalists
369,10,4668.28,3,New/Promising
145,7,1932.41,3,New/Promising
453,3,1610.62,3,New/Promising
60,5,946.59,3,New/Promising
547,4,662.33,3,New/Promising
31,3,998.52,1,Lost Customers
434,2,409.25,2,At-Risk Loyalists
402,1,130.95,2,At-Risk Loyalists
141,3,207.73999999999998,2,At-Risk Loyalists
690,1,76.74000000000001,2,At-Risk Loyalists
394,3,393.39,2,At-Risk Loyalists
23,4,825.42,1,Lost Customers
469,1,450.15999999999997,2,At-Risk Loyalists
22,6,2812.34,0,Champions
77,6,1213.13,3,New/Promising
5,12,14617.39,0,Champions
379,1,217.74,2,At-Risk Loyalists
67,11,4234.53,0,Champions
404,1,136.01,2,At-Risk Loyalists
12,6,853.72,1,Lost Customers
84,1,13.3,2,At-Risk Loyalists
31,8,1840.86,3,New/Promising
67,1,432.0,1,Lost Customers
67,3,705.12,1,Lost Customers
187,19,2396.59,3,New/Promising
38,4,1073.92,1,Lost Customers
15,4,710.74,1,Lost Customers
456,1,134.0,2,At-Risk Loyalists
35,3,660.72,1,Lost Customers
401,3,437.15,2,At-Risk Loyalists
195,6,2530.9,3,New/Promising
477,3,285.41,2,At-Risk Loyalists
2,11,2056.82,0,Champions
1,7,762.1,1,Lost Customers
367,2,401.77,2,At-Risk Loyalists
502,3,1324.06,3,New/Promising
65,5,1121.42,3,New/Promising
555,1,103.95,2,At-Risk Loyalists
299,2,289.78,2,At-Risk Loyalists
26,5,1016.37,1,Lost Customers
8,8,1721.02,0,Champions
17,3,887.11,1,Lost Customers
729,1,204.26,2,At-Risk Loyalists
116,1,1706.88,3,New/Promising
29,3,1062.28,1,Lost Customers
4,21,5132.37,0,Champions
5,17,5034.15,0,Champions
82,7,1448.8,3,New/Promising
29,9,1707.9,0,Champions
722,1,252.59,2,At-Risk Loyalists
72,1,379.14,2,At-Risk Loyalists
4,8,1510.06,0,Champions
636,2,255.25,2,At-Risk Loyalists
29,15,4480.31,0,Champions
290,3,423.90999999999997,2,At-Risk Loyalists
36,1,208.46,1,Lost Customers
9,11,1543.18,0,Champions
24,4,1123.4,1,Lost Customers
277,2,1857.83,3,New/Promising
50,16,3213.29,0,Champions
156,24,5125.91,0,Champions
411,1,355.45,2,At-Risk Loyalists
61,3,446.67,1,Lost Customers
573,1,611.08,2,At-Risk Loyalists
12,32,13378.36,0,Champions
21,3,846.75,1,Lost Customers
540,1,125.65,2,At-Risk Loyalists
371,5,1421.35,3,New/Promising
116,3,543.05,3,New/Promising
80,29,4113.23,0,Champions
4,7,1295.39,1,Lost Customers
26,3,380.55,1,Lost Customers
5,23,5233.62,0,Champions
53,3,440.71,1,Lost Customers
1,9,3181.25,0,Champions
55,6,2110.9900000000002,3,New/Promising
382,3,535.1,2,At-Risk Loyalists
26,2,551.17,1,Lost Customers
499,1,202.1,2,At-Risk Loyalists
9,9,7043.18,0,Champions
489,3,449.0,2,At-Risk Loyalists
52,8,6427.66,0,Champions
612,1,33.0,2,At-Risk Loyalists
13,9,1920.59,0,Champions
212,5,1299.49,3,New/Promising
610,1,101.36,2,At-Risk Loyalists
22,33,8548.16,0,Champions
383,5,1222.04,3,New/Promising
236,5,955.21,3,New/Promising
139,7,868.77,3,New/Promising
4,6,1286.27,1,Lost Customers
57,10,3784.37,0,Champions
135,3,1277.75,3,New/Promising
109,5,798.78,3,New/Promising
30,1,20.8,2,At-Risk Loyalists
1,20,6081.88,0,Champions
185,6,1309.41,3,New/Promising
18,1,308.74,1,Lost Customers
239,2,416.64,2,At-Risk Loyalists
435,1,809.44,2,At-Risk Loyalists
87,1,117.35000000000001,2,At-Risk Loyalists
39,8,2043.43,3,New/Promising
116,3,794.56,3,New/Promising
410,1,251.04,2,At-Risk Loyalists
187,1,110.55000000000001,2,At-Risk Loyalists
733,2,207.85,2,At-Risk Loyalists
227,1,201.19,2,At-Risk Loyalists
8,7,2154.97,0,Champions
189,1,319.02,2,At-Risk Loyalists
4,2,439.43,1,Lost Customers
39,3,650.41,1,Lost Customers
626,1,71.4,2,At-Risk Loyalists
38,1,357.21,1,Lost Customers
383,2,786.25,2,At-Risk Loyalists
386,1,127.0,2,At-Risk Loyalists
523,2,365.5,2,At-Risk Loyalists
423,3,926.12,3,New/Promising
267,1,251.51999999999998,2,At-Risk Loyalists
395,4,496.0,2,At-Risk Loyalists
78,3,768.88,1,Lost Customers
4,9,2859.74,0,Champions
255,3,1473.3300000000002,3,New/Promising
61,1,384.06,1,Lost Customers
13,11,3710.22,0,Champions
88,9,10754.8,0,Champions
17,23,10923.16,0,Champions
30,11,4888.75,0,Champions
3,11,2535.9,0,Champions
5,2,382.67,1,Lost Customers
7,6,1133.25,1,Lost Customers
219,2,344.0,2,At-Risk Loyalists
421,1,1041.21,2,At-Risk Loyalists
11,13,5476.5,0,Champions
464,2,1950.9499999999998,3,New/Promising
30,9,2123.61,0,Champions
288,3,702.0,3,New/Promising
150,5,402.0,3,New/Promising
23,2,484.82,1,Lost Customers
396,2,406.3,2,At-Risk Loyalists
1,19,6640.8,0,Champions
86,7,2571.55,3,New/Promising
402,4,830.16,3,New/Promising
46,4,2425.16,3,New/Promising
471,2,742.36,2,At-Risk Loyalists
5,8,1636.32,0,Champions
51,7,1120.1,3,New/Promising
429,1,81.36,2,At-Risk Loyalists
551,1,242.06,2,At-Risk Loyalists
18,1,195.36,1,Lost Customers
30,3,671.7,1,Lost Customers
725,1,384.16,2,At-Risk Loyalists
8,3,586.33,1,Lost Customers
29,3,1842.56,1,Lost Customers
577,1,552.4,2,At-Risk Loyalists
3,29,14110.61,0,Champions
41,6,2287.7,3,New/Promising
11,11,4012.2,0,Champions
542,2,935.62,2,At-Risk Loyalists
442,6,1182.22,3,New/Promising
31,2,260.0,1,Lost Customers
417,3,800.18,3,New/Promising
45,3,95.85,1,Lost Customers
61,5,1510.6399999999999,3,New/Promising
185,3,208.98,2,At-Risk Loyalists
79,9,1327.1100000000001,3,New/Promising
581,3,1593.83,3,New/Promising
111,7,2137.3,3,New/Promising
64,1,146.87,2,At-Risk Loyalists
12,6,2773.85,0,Champions
548,8,3004.6,3,New/Promising
86,4,1332.79,3,New/Promising
16,5,1283.92,1,Lost Customers
246,4,613.59,3,New/Promising
383,1,176.9,2,At-Risk Loyalists
88,1,1267.32,1,Lost Customers
30,2,743.17,1,Lost Customers
604,1,1954.99,2,At-Risk Loyalists
138,2,463.25,2,At-Risk Loyalists
27,6,1686.28,1,Lost Customers
3,5,1044.3799999999999,1,Lost Customers
32,8,2616.55,0,Champions
25,12,11962.3,0,Champions
113,5,827.6800000000001,3,New/Promising
157,5,1906.07,3,New/Promising
85,6,2289.23,3,New/Promising
118,7,2071.68,3,New/Promising
3,19,9947.48,0,Champions
96,11,4691.79,3,New/Promising
194,4,714.39,3,New/Promising
28,1,413.75,1,Lost Customers
131,1,498.48,2,At-Risk Loyalists
28,5,1356.33,1,Lost Customers
446,1,239.55,2,At-Risk Loyalists
738,1,128.60000000000002,2,At-Risk Loyalists
596,1,294.74,2,At-Risk Loyalists
82,3,1179.89,3,New/Promising
30,9,5602.53,0,Champions
266,1,234.24,2,At-Risk Loyalists
74,11,5232.2300000000005,0,Champions
314,6,1208.22,3,New/Promising
21,13,3638.53,0,Champions
59,3,859.35,1,Lost Customers
638,2,194.7,2,At-Risk Loyalists
726,1,228.34,2,At-Risk Loyalists
725,3,454.54,2,At-Risk Loyalists
12,47,9161.08,0,Champions
28,14,5794.28,0,Champions
114,2,445.32,2,At-Risk Loyalists
28,13,3801.2000000000003,0,Champions
625,1,282.05,2,At-Risk Loyalists
18,4,1446.09,1,Lost Customers
563,1,203.05,2,At-Risk Loyalists
18,10,2241.73,0,Champions
36,6,1242.75,1,Lost Customers
578,1,306.0,2,At-Risk Loyalists
36,2,378.2,1,Lost Customers
78,1,118.80000000000001,2,At-Risk Loyalists
22,7,957.53,1,Lost Customers
25,6,964.39,1,Lost Customers
33,6,4732.03,0,Champions
109,9,4049.79,3,New/Promising
35,3,5202.97,3,New/Promising
123,28,7891.41,0,Champions
7,6,2050.08,1,Lost Customers
738,1,221.53,2,At-Risk Loyalists
28,4,1991.01,1,Lost Customers
386,1,128.45,2,At-Risk Loyalists
4,13,3149.48,0,Champions
3,19,7811.1,0,Champions
50,11,5594.96,0,Champions
593,1,235.88,2,At-Risk Loyalists
322,2,402.20000000000005,2,At-Risk Loyalists
23,7,2572.25,0,Champions
15,11,3759.18,0,Champions
2,9,1340.45,0,Champions
382,3,591.0699999999999,2,At-Risk Loyalists
533,1,582.17,2,At-Risk Loyalists
18,2,971.74,1,Lost Customers
10,7,2507.05,0,Champions
262,1,25.5,2,At-Risk Loyalists
722,1,424.3,2,At-Risk Loyalists
424,1,474.03,2,At-Risk Loyalists
159,2,665.78,2,At-Risk Loyalists
389,1,491.23,2,At-Risk Loyalists
33,10,16075.42,0,Champions
664,1,174.95,2,At-Risk Loyalists
29,8,1295.46,3,New/Promising
165,3,510.7,2,At-Risk Loyalists
47,2,476.58,1,Lost Customers
503,1,205.17,2,At-Risk Loyalists
574,6,2322.59,3,New/Promising
6,8,808.62,1,Lost Customers
8,7,2761.4900000000002,0,Champions
648,1,389.78,2,At-Risk Loyalists
288,1,116.19999999999999,2,At-Risk Loyalists
318,1,157.02,2,At-Risk Loyalists
3,2,606.91,1,Lost Customers
233,1,307.46,2,At-Risk Loyalists
403,1,314.74,2,At-Risk Loyalists
119,4,570.5,3,New/Promising
162,3,977.17,3,New/Promising
185,1,298.89,2,At-Risk Loyalists
50,1,259.35,1,Lost Customers
152,9,2070.44,3,New/Promising
429,5,1155.0300000000002,3,New/Promising
335,1,157.09,2,At-Risk Loyalists
520,1,31.85,2,At-Risk Loyalists
5,5,2463.17,1,Lost Customers
452,2,1272.8,3,New/Promising
16,12,14622.33,0,Champions
107,3,637.1,3,New/Promising
16,10,1954.16,0,Champions
662,1,231.68,2,At-Risk Loyalists
416,6,1133.63,3,New/Promising
276,7,4417.27,3,New/Promising
16,25,19584.46,0,Champions
247,1,465.32,2,At-Risk Loyalists
418,4,754.33,3,New/Promising
239,4,1283.75,3,New/Promising
417,2,924.11,2,At-Risk Loyalists
1,2,984.57,1,Lost Customers
513,4,3120.91,3,New/Promising
106,13,5860.24,0,Champions
23,9,3199.95,0,Champions
52,1,124.88,2,At-Risk Loyalists
451,1,143.10000000000002,2,At-Risk Loyalists
377,6,1375.65,3,New/Promising
735,1,231.90000000000003,2,At-Risk Loyalists
195,4,2016.5,3,New/Promising
24,1,213.78,1,Lost Customers
75,1,329.34,2,At-Risk Loyalists
18,7,892.46,1,Lost Customers
492,1,591.87,2,At-Risk Loyalists
8,19,5151.9,0,Champions
32,5,1980.0,1,Lost Customers
22,5,2099.59,1,Lost Customers
31,17,10209.16,0,Champions
444,1,856.01,2,At-Risk Loyalists
29,10,1715.46,0,Champions
22,4,699.78,1,Lost Customers
33,7,2467.35,3,New/Promising
284,6,1794.32,3,New/Promising
39,2,206.34,1,Lost Customers
380,3,867.11,3,New/Promising
499,1,400.2,2,At-Risk Loyalists
58,3,1156.73,1,Lost Customers
374,2,178.68,2,At-Risk Loyalists
289,2,384.59,2,At-Risk Loyalists
79,3,956.5699999999999,3,New/Promising
5,8,3766.6,0,Champions
218,1,59.9,2,At-Risk Loyalists
44,4,1443.69,1,Lost Customers
202,3,902.3199999999999,3,New/Promising
505,1,119.5,2,At-Risk Loyalists
731,1,436.71,2,At-Risk Loyalists
178,6,1507.26,3,New/Promising
56,11,2256.98,3,New/Promising
57,3,465.37,1,Lost Customers
423,2,321.3,2,At-Risk Loyalists
8,6,3347.31,0,Champions
569,2,198.41000000000003,2,At-Risk Loyalists
592,3,229.46,2,At-Risk Loyalists
47,2,144.0,1,Lost Customers
227,2,467.71,2,At-Risk Loyalists
11,13,4592.93,0,Champions
106,5,957.63,3,New/Promising
59,7,1743.04,3,New/Promising
28,15,4836.05,0,Champions
536,1,77.83,2,At-Risk Loyalists
36,9,2310.04,0,Champions
274,3,812.5,3,New/Promising
655,1,562.98,2,At-Risk Loyalists
428,1,352.9,2,At-Risk Loyalists
30,1,1013.01,1,Lost Customers
24,3,1213.88,1,Lost Customers
582,1,145.12,2,At-Risk Loyalists
387,4,356.71,2,At-Risk Loyalists
54,4,1242.04,3,New/Promising
421,1,160.65,2,At-Risk Loyalists
36,10,5575.88,0,Champions
175,9,5504.6900000000005,3,New/Promising
54,3,999.35,1,Lost Customers
53,1,204.24,2,At-Risk Loyalists
652,1,303.21999999999997,2,At-Risk Loyalists
396,1,115.35,2,At-Risk Loyalists
649,3,611.6,2,At-Risk Loyalists
393,1,253.37,2,At-Risk Loyalists
27,13,4046.65,0,Champions
253,3,794.41,3,New/Promising
40,13,5182.3,0,Champions
60,6,1069.1200000000001,3,New/Promising
464,1,186.15,2,At-Risk Loyalists
554,1,65.05,2,At-Risk Loyalists
234,2,218.0,2,At-Risk Loyalists
4,18,4192.68,0,Champions
32,2,259.13,1,Lost Customers
24,21,4481.75,0,Champions
7,5,978.52,1,Lost Customers
65,6,1605.01,3,New/Promising
310,3,873.53,3,New/Promising
501,1,100.86,2,At-Risk Loyalists
582,1,131.15,2,At-Risk Loyalists
309,3,900.12,3,New/Promising
19,12,2022.03,0,Champions
16,13,3177.24,0,Champions
96,2,318.76,2,At-Risk Loyalists
264,18,9924.95,0,Champions
12,25,7197.04,0,Champions
3,2,421.52,1,Lost Customers
35,3,560.86,1,Lost Customers
183,1,149.89000000000001,2,At-Risk Loyalists
25,8,1904.8799999999999,0,Champions
13,12,1929.26,0,Champions
11,4,1002.08,1,Lost Customers
3,32,7783.1,0,Champions
313,4,1189.45,3,New/Promising
596,1,130.6,2,At-Risk Loyalists
385,12,2744.14,3,New/Promising
108,5,2889.28,3,New/Promising
1,69,20889.86,0,Champions
53,5,1826.04,3,New/Promising
205,2,371.63,2,At-Risk Loyalists
547,2,38.92,2,At-Risk Loyalists
15,1,282.19,1,Lost Customers
120,2,546.16,2,At-Risk Loyalists
429,1,68.03,2,At-Risk Loyalists
4,2,384.52,1,Lost Customers
363,3,812.4300000000001,3,New/Promising
117,2,353.86,2,At-Risk Loyalists
18,1,178.26,1,Lost Customers
5,3,470.73,1,Lost Customers
41,4,799.13,1,Lost Customers
107,5,498.93,3,New/Promising
436,2,192.73,2,At-Risk Loyalists
397,2,417.3,2,At-Risk Loyalists
148,6,1889.34,3,New/Promising
411,1,120.95,2,At-Risk Loyalists
510,1,230.44,2,At-Risk Loyalists
52,11,2757.62,0,Champions
208,1,63.440000000000005,2,At-Risk Loyalists
424,1,279.59,2,At-Risk Loyalists
139,2,562.9,2,At-Risk Loyalists
2,5,517.73,1,Lost Customers
127,2,317.62,2,At-Risk Loyalists
108,11,1733.8899999999999,3,New/Promising
386,1,537.46,2,At-Risk Loyalists
469,2,604.4,2,At-Risk Loyalists
736,1,210.39,2,At-Risk Loyalists
42,4,2148.63,3,New/Promising
424,1,141.12,2,At-Risk Loyalists
35,2,577.38,1,Lost Customers
383,1,114.52,2,At-Risk Loyalists
402,1,508.39,2,At-Risk Loyalists
228,2,1065.3500000000001,3,New/Promising
241,2,271.24,2,At-Risk Loyalists
58,1,187.82999999999998,2,At-Risk Loyalists
438,1,118.85999999999999,2,At-Risk Loyalists
374,6,797.8499999999999,3,New/Promising
130,5,2339.66,3,New/Promising
379,1,188.46,2,At-Risk Loyalists
60,8,2793.16,3,New/Promising
628,2,428.34,2,At-Risk Loyalists
22,3,395.48,1,Lost Customers
26,21,4111.96,0,Champions
9,11,2499.98,0,Champions
32,9,2079.39,0,Champions
4,8,1501.44,0,Champions
308,1,550.8000000000001,2,At-Risk Loyalists
472,2,271.75,2,At-Risk Loyalists
8,17,3774.23,0,Champions
669,2,467.78999999999996,2,At-Risk Loyalists
29,3,556.95,1,Lost Customers
730,1,338.13,2,At-Risk Loyalists
17,1,131.78,1,Lost Customers
101,5,957.5600000000001,3,New/Promising
12,6,1016.08,1,Lost Customers
391,2,393.64,2,At-Risk Loyalists
21,2,330.43,1,Lost Customers
15,5,1135.63,1,Lost Customers
361,1,250.04,2,At-Risk Loyalists
534,1,111.5,2,At-Risk Loyalists
649,1,2135.46,2,At-Risk Loyalists
11,21,9782.35,0,Champions
395,11,3999.8900000000003,3,New/Promising
393,2,4511.76,3,New/Promising
95,3,330.59000000000003,2,At-Risk Loyalists
387,2,1025.1,2,At-Risk Loyalists
78,6,3566.56,3,New/Promising
139,3,644.3,3,New/Promising
31,1,2328.84,1,Lost Customers
25,17,4904.43,0,Champions
2,43,9650.6,0,Champions
420,1,124.45,2,At-Risk Loyalists
46,3,2600.34,3,New/Promising
725,1,164.28,2,At-Risk Loyalists
669,1,29.1,2,At-Risk Loyalists
100,6,2895.77,3,New/Promising
8,6,1741.18,1,Lost Customers
376,5,922.59,3,New/Promising
15,12,1565.59,0,Champions
18,12,2301.87,0,Champions
280,3,609.5699999999999,2,At-Risk Loyalists
408,2,321.95,2,At-Risk Loyalists
410,2,152.35,2,At-Risk Loyalists
673,1,104.7,2,At-Risk Loyalists
14,5,1004.4300000000001,1,Lost Customers
23,4,423.8,1,Lost Customers
124,1,175.2,2,At-Risk Loyalists
528,5,838.27,3,New/Promising
86,1,494.25,2,At-Risk Loyalists
302,3,635.15,2,At-Risk Loyalists
384,2,508.0,2,At-Risk Loyalists
472,1,81.12,2,At-Risk Loyalists
151,4,2027.8700000000001,3,New/Promising
17,17,12142.57,0,Champions
94,3,362.36,1,Lost Customers
30,18,22404.82,0,Champions
157,5,1889.83,3,New/Promising
380,4,1227.54,3,New/Promising
355,6,1259.94,3,New/Promising
46,2,468.11,1,Lost Customers
15,10,1604.68,0,Champions
4,26,5323.0,0,Champions
86,1,228.96,2,At-Risk Loyalists
15,9,2476.41,0,Champions
179,5,852.25,3,New/Promising
8,7,1906.041,0,Champions
36,12,1988.23,0,Champions
696,1,36.25,2,At-Risk Loyalists
129,4,3242.0,3,New/Promising
51,4,3143.46,3,New/Promising
386,1,285.11,2,At-Risk Loyalists
312,5,946.47,3,New/Promising
24,2,388.14,1,Lost Customers
303,5,866.05,3,New/Promising
11,2,284.46,1,Lost Customers
17,6,1231.3799999999999,1,Lost Customers
49,5,880.64,1,Lost Customers
239,7,1024.04,3,New/Promising
395,3,940.86,3,New/Promising
1,28,12070.42,0,Champions
13,15,8224.98,0,Champions
432,2,1096.24,2,At-Risk Loyalists
238,1,168.4,2,At-Risk Loyalists
23,14,2826.14,0,Champions
456,1,979.1999999999999,2,At-Risk Loyalists
73,4,446.18,1,Lost Customers
17,6,662.55,1,Lost Customers
41,28,4377.56,0,Champions
40,7,1167.5,3,New/Promising
219,3,727.11,3,New/Promising
199,4,660.55,3,New/Promising
71,4,453.64,1,Lost Customers
24,78,18319.41,0,Champions
374,1,10.95,2,At-Risk Loyalists
11,1,404.66,1,Lost Customers
434,3,645.0,2,At-Risk Loyalists
9,38,40002.37,0,Champions
65,8,902.28,3,New/Promising
4,2,309.99,1,Lost Customers
19,3,507.55,1,Lost Customers
15,1,261.11,1,Lost Customers
8,7,2812.77,0,Champions
20,2,784.11,1,Lost Customers
78,11,2691.57,3,New/Promising
1,61,57224.68,0,Champions
421,1,149.3,2,At-Risk Loyalists
164,2,508.8,2,At-Risk Loyalists
307,3,626.56,2,At-Risk Loyalists
411,2,381.15,2,At-Risk Loyalists
219,1,203.86999999999998,2,At-Risk Loyalists
508,1,97.5,2,At-Risk Loyalists
39,14,8807.1,0,Champions
22,3,1233.18,1,Lost Customers
115,3,653.38,3,New/Promising
126,8,4677.05,3,New/Promising
541,1,114.85,2,At-Risk Loyalists
5,23,5096.18,0,Champions
36,2,400.57,1,Lost Customers
4,23,47781.12,0,Champions
1,3,1031.41,1,Lost Customers
333,13,4905.05,3,New/Promising
412,1,552.9,2,At-Risk Loyalists
163,3,316.09000000000003,2,At-Risk Loyalists
185,10,7793.51,3,New/Promising
16,5,1214.72,1,Lost Customers
12,5,1425.38,1,Lost Customers
3,16,4417.52,0,Champions
405,2,560.14,2,At-Risk Loyalists
44,6,2249.52,3,New/Promising
80,1,507.84,2,At-Risk Loyalists
30,22,17298.45,0,Champions
549,1,164.18,2,At-Risk Loyalists
42,3,670.0600000000001,1,Lost Customers
11,18,6500.52,0,Champions
50,6,1084.43,3,New/Promising
386,3,1059.41,3,New/Promising
16,11,3594.76,0,Champions
46,3,1118.95,1,Lost Customers
19,2,759.17,1,Lost Customers
8,13,8077.77,0,Champions
72,1,100.8,2,At-Risk Loyalists
1,45,31819.760000000002,0,Champions
128,5,1357.46,3,New/Promising
33,4,735.17,1,Lost Customers
313,1,403.3,2,At-Risk Loyalists
18,9,1751.39,0,Champions
88,2,569.96,1,Lost Customers
2,7,2373.82,0,Champions
411,1,331.35,2,At-Risk Loyalists
2,5,534.06,1,Lost Customers
530,1,373.17,2,At-Risk Loyalists
254,5,1422.77,3,New/Promising
656,1,325.74,2,At-Risk Loyalists
157,4,323.58,2,At-Risk Loyalists
732,1,293.35,2,At-Risk Loyalists
37,15,4620.3,0,Champions
220,1,534.24,2,At-Risk Loyalists
148,3,2940.04,3,New/Promising
177,2,120.9,2,At-Risk Loyalists
40,2,541.53,1,Lost Customers
497,46,14556.97,0,Champions
2,13,4951.15,0,Champions
8,51,246973.09,0,Champions
1,7,1721.4,0,Champions
18,2,486.71999999999997,1,Lost Customers
192,10,1547.94,3,New/Promising
204,1,131.7,2,At-Risk Loyalists
365,2,1225.42,3,New/Promising
127,14,5984.8099999999995,0,Champions
15,2,529.58,1,Lost Customers
43,2,657.3,1,Lost Customers
94,16,2228.27,3,New/Promising
23,3,757.46,1,Lost Customers
60,2,675.69,1,Lost Customers
16,7,2557.91,0,Champions
158,3,1000.94,3,New/Promising
426,7,2542.79,3,New/Promising
10,2,763.28,1,Lost Customers
395,1,102.6,2,At-Risk Loyalists
10,3,194.8,1,Lost Customers
16,17,5051.25,0,Champions
45,11,2804.87,0,Champions
475,1,321.65000000000003,2,At-Risk Loyalists
191,4,935.1,3,New/Promising
409,2,607.0,2,At-Risk Loyalists
600,1,1047.0,2,At-Risk Loyalists
79,1,194.37,2,At-Risk Loyalists
396,2,489.86,2,At-Risk Loyalists
613,2,1144.3,2,At-Risk Loyalists
408,2,1272.8,3,New/Promising
633,1,389.26000000000005,2,At-Risk Loyalists
78,2,902.03,1,Lost Customers
4,4,1255.59,1,Lost Customers
487,2,778.19,2,At-Risk Loyalists
65,4,591.73,1,Lost Customers
576,2,209.57,2,At-Risk Loyalists
261,1,396.87,2,At-Risk Loyalists
728,1,160.55,2,At-Risk Loyalists
641,1,336.5,2,At-Risk Loyalists
59,2,376.64,1,Lost Customers
1,9,2750.5,0,Champions
1,17,5981.07,0,Champions
248,3,1122.42,3,New/Promising
385,1,100.91000000000001,2,At-Risk Loyalists
502,1,54.699999999999996,2,At-Risk Loyalists
8,3,806.72,1,Lost Customers
359,4,1412.89,3,New/Promising
390,2,287.25,2,At-Risk Loyalists
76,1,272.22,2,At-Risk Loyalists
290,2,1341.39,3,New/Promising
17,3,1138.0,1,Lost Customers
221,2,288.6,2,At-Risk Loyalists
9,4,689.1,1,Lost Customers
3,2,558.96,1,Lost Customers
206,18,9565.12,0,Champions
162,5,2435.48,3,New/Promising
76,1,302.2,2,At-Risk Loyalists
262,2,605.58,2,At-Risk Loyalists
281,8,4579.23,3,New/Promising
58,8,6115.14,0,Champions
25,2,514.56,1,Lost Customers
3,60,175603.55,0,Champions
29,18,5467.820000000001,0,Champions
72,3,1158.8,3,New/Promising
128,2,542.83,2,At-Risk Loyalists
31,9,1617.46,3,New/Promising
15,6,957.55,1,Lost Customers
309,1,153.94,2,At-Risk Loyalists
426,2,329.42,2,At-Risk Loyalists
17,15,5109.47,0,Champions
54,1,546.81,1,Lost Customers
30,5,1278.06,1,Lost Customers
2,5,1070.71,1,Lost Customers
11,4,652.74,1,Lost Customers
361,3,539.14,2,At-Risk Loyalists
360,3,1161.9,3,New/Promising
5,12,4166.04,0,Champions
54,4,939.37,1,Lost Customers
1,8,3628.5,0,Champions
610,2,1240.25,2,At-Risk Loyalists
1,12,3141.51,0,Champions
190,3,1266.82,3,New/Promising
386,1,65.34,2,At-Risk Loyalists
435,1,34.8,2,At-Risk Loyalists
54,5,1668.83,3,New/Promising
280,1,164.4,2,At-Risk Loyalists
177,3,364.83,2,At-Risk Loyalists
30,2,897.62,1,Lost Customers
26,1,98.42,1,Lost Customers
618,4,1226.57,3,New/Promising
25,6,1590.6000000000001,1,Lost Customers
510,1,124.46,2,At-Risk Loyalists
270,3,341.7,2,At-Risk Loyalists
550,1,120.05,2,At-Risk Loyalists
390,3,960.69,3,New/Promising
43,6,1448.54,3,New/Promising
376,2,727.85,2,At-Risk Loyalists
234,4,731.26,3,New/Promising
24,2,148.86,1,Lost Customers
197,9,2547.64,3,New/Promising
359,1,306.84,2,At-Risk Loyalists
60,12,3085.29,0,Champions
130,4,3757.6,3,New/Promising
1,5,1952.45,1,Lost Customers
20,5,1057.74,1,Lost Customers
206,2,300.67,2,At-Risk Loyalists
14,4,575.46,1,Lost Customers
393,1,259.17,2,At-Risk Loyalists
513,1,167.62,2,At-Risk Loyalists
95,9,1895.8,3,New/Promising
19,4,722.34,1,Lost Customers
14,7,1122.38,1,Lost Customers
578,2,392.38,2,At-Risk Loyalists
24,3,454.01,1,Lost Customers
587,1,131.83,2,At-Risk Loyalists
8,2,901.21,1,Lost Customers
7,9,5356.03,0,Champions
633,1,382.79,2,At-Risk Loyalists
332,1,344.14,2,At-Risk Loyalists
382,1,100.0,2,At-Risk Loyalists
50,5,1703.75,3,New/Promising
71,10,723.01,3,New/Promising
29,3,380.6,1,Lost Customers
243,1,185.65,2,At-Risk Loyalists
667,1,171.7,2,At-Risk Loyalists
8,41,9056.81,0,Champions
645,2,348.75,2,At-Risk Loyalists
218,7,1047.33,3,New/Promising
5,4,753.28,1,Lost Customers
253,5,545.27,3,New/Promising
1,43,18757.75,0,Champions
236,5,1450.7,3,New/Promising
560,1,135.95,2,At-Risk Loyalists
7,6,5309.42,0,Champions
109,7,2093.3,3,New/Promising
619,1,167.4,2,At-Risk Loyalists
628,1,181.66,2,At-Risk Loyalists
100,7,2939.55,3,New/Promising
